,effective_capacity_MW_end
51489,99.01643203634919
51540,99.01643203634919
51591,99.01643203634919
51642,42.722744059834106
51693,93.64264807433504
51744,70.47221724347762
51795,63.605996035506955
51846,90.43939576408478
51897,62.350169006041
51948,99.01643203634919
51999,93.71988828917658
52050,68.73084618780614
52101,95.59377052021365
52152,71.01415295018971
52203,84.76086034160966
52254,99.01643203634919
52305,47.7947900800653
52356,47.82536373205845
52407,19.046017326981268
52458,33.8458452090319
52509,79.60406742582872
52560,59.433586328790085
52611,49.24503119876828
52662,45.063114424987354
52713,43.30958239749465
52764,69.58434732831286
52815,72.31710899810312
52866,74.52736202894823
52917,38.631578486526976
52968,60.71077989862537
53019,99.01643203634919
53070,34.155497113909306
53121,99.01643203634919
53172,61.241125749830225
53223,92.86236729412765
53274,47.467675409332415
53325,99.01643203634919
53376,99.01643203634919
53427,99.01643203634919
53478,99.01643203634919
53529,94.04437043150538
53580,40.87791985584282
53631,50.92001010197392
53682,99.01643203634919
53733,99.01643203634919
53784,56.37407613041675
53835,99.01643203634919
53886,78.45262412216259
53937,63.5321786371581
53988,49.41640939676
54039,99.01643203634919
54090,99.01643203634919
54141,88.85300013971876
54192,71.08322462827515
54243,78.42200569544735
54294,53.5635381796436
54345,22.93233189198572
54396,34.35997103360433
54447,99.01643203634919
54498,63.11582823582482
54549,74.61131406079757
54600,83.78264068533139
54651,99.01643203634919
54702,51.56846842991935
54753,91.95737872285328
54804,57.94626421481464
54855,78.11187026961359
54906,99.01643203634919
54957,57.08755125319985
55008,85.21308452538213
55059,99.01643203634919
55110,99.01643203634919
55161,62.389842706239136
55212,99.01643203634919
55263,99.01643203634919
55314,99.01643203634919
55365,29.71792486969274
55416,79.68113956229105
55467,99.01643203634919
55518,99.01643203634919
55569,99.01643203634919
55620,53.19201157202028
55671,55.62509067802169
55722,99.01643203634919
55773,99.01643203634919
55824,99.01643203634919
55875,44.059230945545366
55926,66.70982811747797
55977,71.20274767077014
56028,89.04512066883535
56079,94.88379126093686
56130,99.01643203634919
56181,99.01643203634919
56232,99.01643203634919
56283,40.80356787315369
56334,40.445961527027485
56385,74.69905486471826
56436,99.01643203634919
56487,69.26634906763707
56538,88.14716317528342
56589,49.09229507778641
56640,78.15246993784109
56691,84.05203304464223
56742,99.01643203634919
56793,99.01643203634919
56844,57.70410243379296
56895,70.59341538012004
56946,30.207411581458746
56997,83.88235957695959
57048,88.43599743006845
57099,72.24477306515037
57150,99.01643203634919
57201,88.45645383377796
57252,81.58289379056399
57303,99.01643203634919
57354,99.01643203634919
57405,78.23863171949553
57456,99.01643203634919
57507,99.01643203634919
57558,66.50335056432436
57609,99.01643203634919
57660,99.01643203634919
57711,71.50054506211242
57762,88.27600891894348
57813,99.01643203634919
57864,74.42998476801861
57915,72.95745281848474
57966,84.71399103663299
58017,93.24398055135646
58068,40.70226027248433
58119,86.62546880898151
58170,99.01643203634919
58221,37.67894300758947
58272,75.50468342142432
58323,99.01643203634919
58374,99.01643203634919
58425,54.47636940349724
58476,37.368118745209514
58527,95.86373360724579
58578,69.36226245681878
58629,43.23493188923003
58680,99.01643203634919
58731,91.64421258165497
58782,72.47134581354594
58833,81.28249541275818
58884,80.98967309793652
58935,87.58106653537422
58986,62.639075289411785
59037,84.37456427046385
59088,99.01643203634919
59139,81.71841945960898
